ParName   Value   Gradient
MGparm[3]       35.277 -1.32566e-006
MGparm[4]     0.147219  1.0957e-006
MGparm[6]    0.0829291 -1.2372e-005
SR_parm[1]      3.46773 2.42208e-006
Q_parm[2]     0.126343 -2.32508e-006
selparm[3]       3.9176 -1.64096e-006
selparm[7]      35.0434 3.52047e-006
selparm[9]      2.94507 -7.97904e-006
